tasks,labels
"Write reports and maintain proper documentation of information, such as client Medicaid or billing records or caseload activities, including the initial evaluation, treatment, progress, and discharge of clients.",9
"Participate in and write reports for meetings regarding patients' progress, such as individualized educational planning (IEP) meetings, in-service meetings, or intervention assistance team meetings.",9
"Evaluate hearing or speech and language test results, barium swallow results, or medical or background information to diagnose and plan treatment for speech, language, fluency, voice, or swallowing disorders.",9
"Complete administrative responsibilities, such as coordinating paperwork, scheduling case management activities, or writing lesson plans.",9
"Develop individual or group activities or programs in schools to deal with behavior, speech, language, or swallowing problems.",9
"Instruct clients in techniques for more effective communication, such as sign language, lip reading, or voice improvement.",9
"Administer hearing or speech and language evaluations, tests, or examinations to patients to collect information on type and degree of impairments, using written or oral tests or special instruments.",9
"Educate patients and family members about various topics, such as communication techniques or strategies to cope with or to avoid personal misunderstandings.",9
Supervise or collaborate with therapy team.,9
"Teach clients to control or strengthen tongue, jaw, face muscles, or breathing mechanisms.",9
"Participate in conferences, training, continuing education courses, or publish research results to share knowledge of new hearing or speech disorder treatment methods or technologies.",9
Consult with and refer clients to additional medical or educational services.,9
"Communicate with non-speaking students, using sign language or computer technology.",9
"Consult with and advise educators or medical staff on speech or hearing topics, such as communication strategies or speech and language stimulation.",9
"Design, develop, or employ alternative diagnostic or communication devices or strategies.",9
Develop speech exercise programs to reduce disabilities.,9
Conduct lessons or direct educational or therapeutic games to assist teachers dealing with speech problems.,9
Use computer applications to identify or assist with communication disabilities.,9
Provide communication instruction to dialect speakers or students with limited English proficiency.,9
"Conduct or direct research on speech or hearing topics and report findings for use in developing procedures, technologies, or treatments.",9
"Develop exercise programs to improve participant strength, flexibility, endurance, or circulatory functioning, in accordance with exercise science standards, regulatory requirements, and credentialing requirements.",9
"Prescribe individualized exercise programs, specifying equipment such as treadmill, exercise bicycle, ergometers, or perceptual goggles.",9
Interpret exercise program participant data to evaluate progress or identify needed program changes.,9
Explain exercise program or physiological testing procedures to participants.,9
Provide emergency or other appropriate medical care to participants with symptoms or signs of physical distress.,9
Provide clinical oversight of exercise for participants at all risk levels.,9
Demonstrate correct use of exercise equipment or performance of exercise routines.,9
Interview participants to obtain medical history or assess participant goals.,9
Recommend methods to increase lifestyle physical activity.,9
Assess physical performance requirements to aid in the development of individualized recovery or rehabilitation exercise programs.,9
"Conduct stress tests, using electrocardiograph (EKG) machines.",9
"Teach group exercise for low-, medium-, or high-risk clients to improve participant strength, flexibility, endurance, or circulatory functioning.",9
"Teach courses or seminars related to exercise or diet for patients, athletes, or community groups.",9
Plan or conduct exercise physiology research projects.,9
"Measure amount of body fat, using such equipment as hydrostatic scale, skinfold calipers, or tape measures.",9
Teach behavior modification classes related to topics such as stress management or weight control.,9
Calibrate exercise or testing equipment.,9
Supervise maintenance of exercise or exercise testing equipment.,9
"Measure oxygen consumption or lung functioning, using spirometers.",9
"Educate athletes or coaches on techniques to improve athletic performance, such as heart rate monitoring, recovery techniques, hydration strategies, or training limits.",9
"Present exercise knowledge, program information, or research study findings at professional meetings or conferences.",9
"Order or recommend diagnostic procedures, such as stress tests, drug screenings, or urinary tests.",9
Mentor or train staff to lead group exercise.,9
Perform routine laboratory tests of blood samples for cholesterol level or glucose tolerance.,9
Evaluate staff performance in leading group exercise or conducting diagnostic tests.,9
Examine animals to detect and determine the nature of diseases or injuries.,9
"Treat sick or injured animals by prescribing medication, setting bones, dressing wounds, or performing surgery.",9
"Collect body tissue, feces, blood, urine, or other body fluids for examination and analysis.",9
"Inoculate animals against various diseases, such as rabies or distemper.",9
Counsel clients about the deaths of their pets or about euthanasia decisions for their pets.,9
"Operate diagnostic equipment, such as radiographic or ultrasound equipment, and interpret the resulting images.",9
"Advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",9
Educate the public about diseases that can be spread from animals to humans.,9
"Attend lectures, conferences, or continuing education courses.",9
Establish or conduct quarantine or testing procedures that prevent the spread of diseases to other animals or to humans and that comply with applicable government regulations.,9
Euthanize animals.,9
Train or supervise workers who handle or care for animals.,9
Research diseases to which animals could be susceptible.,9
Plan or execute animal nutrition or reproduction programs.,9
"Perform administrative or business management tasks, such as scheduling appointments, accepting payments from clients, budgeting, or maintaining business records.",9
Conduct postmortem studies and analyses to determine the causes of animals' deaths.,9
"Inspect and test horses, sheep, poultry, or other animals to detect the presence of communicable diseases.",9
"Provide care to a wide range of animals or specialize in a particular species, such as horses or exotic birds.",9
Drive mobile clinic vans to farms so that health problems can be treated or prevented.,9
"Direct the overall operations of animal hospitals, clinics, or mobile services to farms.",9
"Specialize in a particular type of treatment, such as dentistry, pathology, nutrition, surgery, microbiology, or internal medicine.",9
"Determine the effects of drug therapies, antibiotics, or new surgical techniques by testing them on animals.",9
Inspect animal housing facilities to determine their cleanliness and adequacy.,9
"Maintain accurate, detailed reports and records.",9
Administer medications to patients and monitor patients for reactions or side effects.,9
Record patients' medical information and vital signs.,9
"Monitor, record, and report symptoms or changes in patients' conditions.",9
"Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans.",9
Modify patient treatment plans as indicated by patients' responses and conditions.,9
"Monitor all aspects of patient care, including diet and physical activity.",9
Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.,9
Prepare patients for and assist with examinations or treatments.,9
"Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",9
"Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.",9
"Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",9
Refer students or patients to specialized health resources or community agencies furnishing assistance.,9
Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.,9
Inform physician of patient's condition during anesthesia.,9
"Administer local, inhalation, intravenous, or other anesthetics.",9
"Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",9
Hand items to surgeons during operations.,9
Observe nurses and visit patients to ensure proper nursing care.,9
Conduct specified laboratory tests.,9
"Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",9
Engage in research activities related to nursing.,9
"Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",9
"Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",9
"Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",9
"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",9
Provide or arrange for training or instruction of auxiliary personnel or students.,9
"Work with individuals, groups, or families to plan or implement programs designed to improve the overall health of communities.",9
"Perform emergency medical procedures, such as basic cardiac life support (BLS), advanced cardiac life support (ACLS), and other condition stabilizing interventions.",9
"Manage patients' pain relief and sedation by providing pharmacologic and non-pharmacologic interventions, monitoring patients' responses, and changing care plans accordingly.",9
"Document data related to patients' care including assessment results, interventions, medications, patient responses, or treatment changes.",9
Diagnose acute or chronic conditions that could result in rapid physiological deterioration or life-threatening instability.,9
"Administer blood and blood product transfusions or intravenous infusions, monitoring patients for adverse reactions.",9
Assess urgent and emergent health conditions using both physiologically and technologically derived data.,9
"Assess the impact of illnesses or injuries on patients' health, function, growth, development, nutrition, sleep, rest, quality of life, or family, social and educational relationships.",9
Interpret information obtained from electrocardiograms (EKGs) or radiographs (x-rays).,9
Obtain specimens or samples for laboratory work.,9
Collaborate with patients to plan for future health care needs or to coordinate transitions and referrals.,9
Refer patients for specialty consultations or treatments.,9
"Set up, operate, or monitor invasive equipment and devices such as colostomy or tracheotomy equipment, mechanical ventilators, catheters, gastrointestinal tubes, and central lines.",9
Discuss illnesses and treatments with patients and family members.,9
"Distinguish between normal and abnormal developmental and age-related physiological and behavioral changes in acute, critical, and chronic illness.",9
"Collaborate with members of multidisciplinary health care teams to plan, manage, or assess patient treatments.",9
Assess the needs of patients' family members or caregivers.,9
"Perform administrative duties that facilitate admission, transfer, or discharge of patients.",9
Provide formal and informal education to other staff members.,9
"Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in acute care.",9
Treat wounds or superficial lacerations.,9
Participate in patients' care meetings and conferences.,9
Participate in the development of practice protocols.,9
Adjust settings on patients' assistive devices such as temporary pacemakers.,9
"Prescribe medications and observe patients' reactions, modifying prescriptions as needed.",9
"Order, perform, or interpret the results of diagnostic tests and screening procedures based on assessment results, differential diagnoses, and knowledge about age, gender and health status of clients.",9
"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",9
Assist patients in organizing their health care system activities.,9
Monitor patients' medication usage and results.,9
"Document patients' medical and psychological histories, physical assessment results, diagnoses, treatment plans, prescriptions, or outcomes.",9
Diagnose psychiatric disorders and mental health conditions.,9
Evaluate patients' behavior to formulate diagnoses or assess treatments.,9
Distinguish between physiologically and psychologically based disorders and diagnose appropriately.,9
Assess patients' mental and physical status based on the presenting symptoms and complaints.,9
"Educate patients and family members about mental health and medical conditions, preventive health measures, medications, or treatment plans.",9
Write prescriptions for psychotropic medications as allowed by state regulations and collaborative practice agreements.,9
"Collaborate with interdisciplinary team members, including psychiatrists, psychologists, or nursing staff, to develop, implement, or evaluate treatment plans.",9
Develop and implement treatment plans.,9
Participate in activities aimed at professional growth and development including conferences or continuing education activities.,9
"Conduct individual, group, or family psychotherapy for those with chronic or acute mental disorders.",9
Interpret diagnostic or laboratory tests such as electrocardiograms (EKGs) and renal functioning tests.,9
Consult with psychiatrists or other professionals when unusual or complex cases are encountered.,9
Participate in treatment team conferences regarding diagnosis or treatment of difficult cases.,9
Develop practice protocols for mental health problems based on review and evaluation of published research.,9
"Refer patients requiring more specialized or complex treatment to psychiatrists, primary care physicians, or other medical specialists.",9
"Develop, implement, or evaluate programs such as outreach activities, community mental health programs, and crisis situation response activities.",9
Teach classes in mental health topics such as stress reduction.,9
Administer medications including those administered by injection.,9
Monitor the use and status of medical and pharmaceutical supplies.,9
Provide routine physical health screenings to detect or monitor problems such as heart disease and diabetes.,9
Treat patients for routine physical health problems.,9
Direct or provide home health services.,9
Evaluate patients' vital signs or laboratory data to determine emergency intervention needs.,9
Monitor patients for changes in status and indications of conditions such as sepsis or shock and institute appropriate interventions.,9
"Set up and monitor medical equipment and devices such as cardiac monitors, mechanical ventilators and alarms, oxygen delivery devices, transducers, or pressure lines.",9
"Administer medications intravenously, by injection, orally, through gastric tubes, or by other methods.",9
Assess patients' pain levels or sedation requirements.,9
Conduct pulmonary assessments to identify abnormal respiratory patterns or breathing sounds that indicate problems.,9
Monitor patients' fluid intake and output to detect emerging problems such as fluid and electrolyte imbalances.,9
Document patients' medical histories and assessment findings.,9
"Prioritize nursing care for assigned critically ill patients, based on assessment data or identified needs.",9
Compile and analyze data obtained from monitoring or diagnostic tests.,9
"Administer blood and blood products, monitoring patients for signs and symptoms related to transfusion reactions.",9
"Assist physicians with procedures such as bronchoscopy, endoscopy, endotracheal intubation, or elective cardioversion.",9
Collaborate with other health care professionals to develop and revise treatment plans based on identified needs and assessment data.,9
Collect specimens for laboratory tests.,9
"Document patients' treatment plans, interventions, outcomes, or plan revisions.",9
Identify malfunctioning equipment or devices.,9
"Advocate for patients' and families' needs, or provide emotional support for patients and their families.",9
Perform approved therapeutic or diagnostic procedures based upon patients' clinical status.,9
Identify patients who are at risk of complications due to nutritional status.,9
"Assess patients' psychosocial status and needs, including areas such as sleep patterns, anxiety, grief, anger, and support systems.",9
Assess family adaptation levels and coping skills to determine whether intervention is needed.,9
Ensure that equipment or devices are properly stored after use.,9
Coordinate patient care conferences.,9
Identify patients' age-specific needs and alter care plans as necessary to meet those needs.,9
Supervise and monitor unit nursing staff.,9
Participate in professional organizations and continuing education to improve practice knowledge and skills.,9
"Participate in the development, review, or evaluation of nursing practice protocols.",9
"Plan, provide, or evaluate educational programs for nursing staff, interdisciplinary health care team members, or community members.",9
Provide post-mortem care.,9
Collaborate with other health care professionals and service providers to ensure optimal patient care.,9
"Provide consultation to other health care providers in areas such as patient discharge, patient care, or clinical procedures.",9
Develop or assist others in development of care and treatment plans.,9
"Develop and maintain departmental policies, procedures, objectives, or patient care standards, based on evidence-based practice guidelines or expert opinion.",9
"Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in nursing.",9
Evaluate the quality and effectiveness of nursing practice or organizational systems.,9
"Develop, implement, or evaluate standards of nursing practice in specialty area such as pediatrics, acute care, and geriatrics.",9
Design evaluation programs regarding the quality and effectiveness of nursing practice or organizational systems.,9
"Plan, evaluate, or modify treatment programs, based on information gathered by observing and interviewing patients or by analyzing patient records.",9
Direct or supervise nursing care staff in the provision of patient therapy.,9
"Instruct nursing staff in areas such as the assessment, development, implementation and evaluation of disability, illness, management, technology, or resources.",9
Monitor or evaluate medical conditions of patients in collaboration with other health care professionals.,9
Design patient education programs that include information required to make informed health care and treatment decisions.,9
"Provide specialized direct and indirect care to inpatients and outpatients within a designated specialty, such as obstetrics, neurology, oncology, or neonatal care.",9
"Make clinical recommendations to physicians, other health care providers, insurance companies, patients, or health care organizations.",9
"Maintain departmental policies, procedures, objectives, or infection control standards.",9
Present clients with information required to make informed health care and treatment decisions.,9
Perform discharge planning for patients.,9
Identify training needs or conduct training sessions for nursing students or medical staff.,9
"Participate in clinical research projects, such as by reviewing protocols, reviewing patient records, monitoring compliance, and meeting with regulatory authorities.",9
"Lead nursing department implementation of, or compliance with, regulatory or accreditation processes.",9
"Observe, interview, and assess patients to identify care needs.",9
Write nursing orders.,9
Chair nursing departments or committees.,9
"Develop nursing service philosophies, goals, policies, priorities, or procedures.",9
Coordinate or conduct educational programs or in-service training sessions on topics such as clinical procedures.,9
Teach patient education programs that include information required to make informed health care and treatment decisions.,9
Prepare reports to document patients' care activities.,9
"Provide direct care by performing comprehensive health assessments, developing differential diagnoses, conducting specialized tests, or prescribing medications or treatments.",9
"Manage patients' airway or pulmonary status using techniques such as endotracheal intubation, mechanical ventilation, pharmacological support, respiratory therapy, and extubation.",9
"Select, prepare, or use equipment, monitors, supplies, or drugs for the administration of anesthetics.",9
"Select, order, or administer anesthetics, adjuvant drugs, accessory drugs, fluids or blood products as necessary.",9
"Monitor patients' responses, including skin color, pupil dilation, pulse, heart rate, blood pressure, respiration, ventilation, or urine output, using invasive and noninvasive techniques.",9
"Perform pre-anesthetic screenings, including physical evaluations and patient interviews, and document results.",9
"Respond to emergency situations by providing airway management, administering emergency fluids or drugs, or using basic or advanced cardiac life support techniques.",9
Develop anesthesia care plans.,9
Obtain informed consent from patients for anesthesia procedures.,9
Assess patients' medical histories to predict anesthesia response.,9
"Select, order, or administer pre-anesthetic medications.",9
Perform or evaluate the results of diagnostic tests such as radiographs (x-rays) and electrocardiograms (EKGs).,9
"Perform or manage regional anesthetic techniques such as local, spinal, epidural, caudal, nerve blocks and intravenous blocks.",9
"Prepare prescribed solutions and administer local, intravenous, spinal, or other anesthetics following specified methods and procedures.",9
Administer post-anesthesia medications or fluids to support patients' cardiovascular systems.,9
Calibrate and test anesthesia equipment.,9
"Evaluate patients' post-surgical or post-anesthesia responses, taking appropriate corrective actions or requesting consultation if complications occur.",9
Select and prescribe post-anesthesia medications or treatments to patients.,9
Insert peripheral or central intravenous catheters.,9
Discharge patients from post-anesthesia care.,9
"Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in nursing.",9
"Request anesthesia equipment repairs, adjustments, or safety tests.",9
Insert arterial catheters or perform arterial punctures to obtain arterial blood samples.,9
"Instruct nurses, residents, interns, students or other staff on topics such as anesthetic techniques, pain management and emergency responses.",9
Disassemble and clean anesthesia equipment.,9
"Monitor fetal development by listening to fetal heartbeat, taking external uterine measurements, identifying fetal position, or estimating fetal size and weight.",9
Initiate emergency interventions to stabilize patients.,9
"Provide prenatal, intrapartum, postpartum, or newborn care to patients.",9
"Explain procedures to patients, family members, staff members or others.",9
Develop and implement individualized plans for health care management.,9
Order and interpret diagnostic or laboratory tests.,9
Document findings of physical examinations.,9
"Educate patients and family members regarding prenatal, intrapartum, postpartum, newborn, or interconceptional care.",9
"Document patients' health histories, symptoms, physical conditions, or other diagnostic information.",9
Write information in medical records or provide narrative summaries to communicate patient information to other health care providers.,9
"Provide primary health care, including pregnancy and childbirth, to women.",9
Consult with or refer patients to appropriate specialists when conditions exceed the scope of practice or expertise.,9
"Perform physical examinations by taking vital signs, checking neurological reflexes, examining breasts, or performing pelvic examinations.",9
Prescribe medications as permitted by state regulations.,9
"Provide patients with direct family planning services such as inserting intrauterine devices, dispensing oral contraceptives, and fitting cervical barriers including cervical caps or diaphragms.",9
"Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in midwifery.",9
"Establish practice guidelines for specialty areas such as primary health care of women, care of the childbearing family, and newborn care.",9
"Conduct clinical research on topics such as maternal or infant health care, contraceptive methods, breastfeeding, and gynecological care.",9
"Plan, provide, or evaluate educational programs for nursing staff, health care teams, or the community.",9
Manage newborn care during the first weeks of life.,9
"Analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",9
"Diagnose or treat acute health care problems such as illnesses, infections, or injuries.",9
"Recommend diagnostic or therapeutic interventions with attention to safety, cost, invasiveness, simplicity, acceptability, adherence, and efficacy.",9
"Prescribe medications based on efficacy, safety, and cost as legally authorized.",9
"Educate patients about self-management of acute or chronic illnesses, tailoring instructions to patients' individual circumstances.",9
"Prescribe medication dosages, routes, and frequencies based on patient characteristics such as age and gender.",9
"Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).",9
Maintain complete and detailed records of patients' health care plans and prognoses.,9
Recommend interventions to modify behavior associated with health risks.,9
"Develop treatment plans based on scientific rationale, standards of care, and professional practice guidelines.",9
"Detect and respond to adverse drug reactions, with special attention to vulnerable populations such as infants, children, pregnant and lactating women, or older adults.",9
"Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in nursing.",9
"Counsel patients about drug regimens and possible side effects or interactions with other substances such as food supplements, over-the-counter (OTC) medications, or herbal remedies.",9
Diagnose or treat chronic health care problems such as high blood pressure and diabetes.,9
"Provide patients with information needed to promote health, reduce risk factors, or prevent disease or disability.",9
"Treat or refer patients for primary care conditions, such as headaches, hypertension, urinary tract infections, upper respiratory infections, and dermatological conditions.",9
Consult with or refer patients to appropriate specialists when conditions exceed the scope of practice or expertise.,9
"Diagnose or treat complex, unstable, comorbid, episodic, or emergency conditions in collaboration with other health care providers as necessary.",9
Schedule follow-up visits to monitor patients or evaluate health or illness care.,9
Perform routine or annual physical examinations.,9
Supervise or coordinate patient care or support staff activities.,9
Maintain current knowledge of state legal regulations for nurse practitioner practice including reimbursement of services.,9
Provide patients or caregivers with assistance in locating health care resources.,9
Maintain departmental policies and procedures in areas such as safety and infection control.,9
"Perform primary care procedures such as suturing, splinting, administering immunizations, taking cultures, and debriding wounds.",9
Advocate for accessible health care that minimizes environmental health risks.,9
"Keep abreast of regulatory processes and payer systems such as Medicare, Medicaid, managed care, and private sources.",9
"Administer hearing tests and examine patients to collect information on type and degree of impairment, using specialized instruments and electronic equipment.",9
"Fit, dispense, and repair assistive devices, such as hearing aids.",9
"Maintain patient records at all stages, including initial and subsequent evaluation and treatment activities.",9
Evaluate hearing and balance disorders to determine diagnoses and courses of treatment.,9
Program and monitor cochlear implants to fit the needs of patients.,9
Counsel and instruct patients and their families in techniques to improve hearing and communication related to hearing loss.,9
Refer patients to additional medical or educational services if needed.,9
Monitor patients' progress and provide ongoing observation of hearing or balance status.,9
Educate and supervise audiology students and health care personnel.,9
"Instruct patients, parents, teachers, or employers in communication strategies to maximize effective receptive communication.",9
Recommend assistive devices according to patients' needs or nature of impairments.,9
Participate in conferences or training to update or share knowledge of new hearing or balance disorder treatment methods or technologies.,9
"Plan and conduct treatment programs for patients' hearing or balance problems, consulting with educators, physicians, nurses, psychologists, speech-language pathologists, and other health care personnel as necessary.",9
Work with multidisciplinary teams to assess and rehabilitate recipients of implanted hearing devices through auditory training and counseling.,9
Advise educators or other medical staff on hearing or balance topics.,9
Provide information to the public on hearing or balance topics.,9
Examine and clean patients' ear canals.,9
"Engage in marketing activities, such as developing marketing plans, to promote business for private practices.",9
"Perform administrative tasks, such as managing office functions and finances.",9
"Measure noise levels in workplaces and conduct hearing conservation programs in industry, military, schools, and communities.",9
Develop and supervise hearing screening programs.,9
"Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments.",9
Insert needles to provide acupuncture treatment.,9
"Maintain and follow standard quality, safety, environmental and infection control policies and procedures.",9
"Adhere to local, state and federal laws, regulations and statutes.",9
"Identify correct anatomical and proportional point locations based on patients' anatomy and positions, contraindications, and precautions related to treatments such as intradermal needles, moxibution, electricity, guasha, or bleeding.",9
Maintain detailed and complete records of health care plans and prognoses.,9
Analyze physical findings and medical histories to make diagnoses according to Oriental medicine traditions.,9
"Treat patients using tools such as needles, cups, ear balls, seeds, pellets, or nutritional supplements.",9
Develop individual treatment plans and strategies.,9
"Evaluate treatment outcomes and recommend new or altered treatments as necessary to further promote, restore, or maintain health.",9
Collect medical histories and general health and life style information from patients.,9
"Dispense herbal formulas and inform patients of dosages and frequencies, treatment duration, possible side effects and drug interactions.",9
Assess patients' general physical appearance to make diagnoses.,9
"Educate patients on topics such as meditation, ergonomics, stretching, exercise, nutrition, the healing process, breathing, or relaxation techniques.",9
"Formulate herbal preparations to treat conditions considering herbal properties such as taste, toxicity, effects of preparation, contraindications, and incompatibilities.",9
"Consider Western medical procedures in health assessment, health care team communication, and care referrals.",9
"Apply heat or cold therapy to patients using materials such as heat pads, hydrocollator packs, warm compresses, cold compresses, heat lamps, or vapor coolants.",9
"Apply moxibustion directly or indirectly to patients using Chinese, non-scarring, stick, or pole moxa.",9
"Treat medical conditions using techniques such as acupressure, shiatsu, or tuina.",9
Interview patients to document symptoms and health histories.,9
"Document patients' histories, including identifying data, chief complaints, illnesses, previous medical or family histories, or psychosocial characteristics.",9
"Administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",9
Advise patients about therapeutic exercise and nutritional medicine regimens.,9
Conduct physical examinations and physiological function tests for diagnostic purposes.,9
"Diagnose health conditions based on patients' symptoms and health histories, laboratory and diagnostic radiology test results, or other physiological measurements, such as electrocardiograms and electroencephalographs.",9
Educate patients about health care management.,9
"Maintain professional development through activities such as post-graduate education, continuing education, preceptorships, and residency programs.",9
"Administer treatments or therapies, such as homeopathy, hydrotherapy, Oriental or Ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",9
"Consult with other health professionals to provide optimal patient care, referring patients to traditional health care professionals as necessary.",9
Prescribe synthetic drugs under the supervision of medical doctors or within the allowances of regulatory bodies.,9
"Order diagnostic imaging procedures such as radiographs (x-rays), ultrasounds, mammograms, and bone densitometry tests, or refer patients to other health professionals for these procedures.",9
Obtain medical records from previous physicians or other health care providers for the purpose of patient evaluation.,9
"Perform mobilizations and high-velocity adjustments to joints or soft tissues, using principles of massage, stretching, or resistance.",9
Perform venipuncture or skin pricking to collect blood samples.,9
Conduct periodic public health maintenance activities such as immunizations and screenings for diseases and disease risk factors.,9
Monitor updates from public health agencies to keep abreast of health trends.,9
"Perform minor surgical procedures, such as removing warts, moles, or cysts, sampling tissues for skin cancer or lipomas, and applying or removing sutures.",9
"Report patterns of patients' health conditions, such as disease status and births, to public health agencies.",9
"Treat minor cuts, abrasions, or contusions.",9
"Perform diagnostic tests or measurements, such as motor testing, visual acuity testing, lensometry, retinoscopy, and color vision testing.",9
"Examine patients with problems related to ocular motility, binocular vision, amblyopia, or strabismus.",9
Provide instructions to patients or family members concerning diagnoses or treatment plans.,9
"Provide nonsurgical interventions, including corrective lenses, patches, drops, fusion exercises, or stereograms, to treat conditions such as strabismus, heterophoria, and convergence insufficiency.",9
"Evaluate, diagnose, or treat disorders of the visual system with an emphasis on binocular vision or abnormal eye movements.",9
Interpret clinical or diagnostic test results.,9
Develop or use special test and communication techniques to facilitate diagnosis and treatment of children or disabled patients.,9
"Develop nonsurgical treatment plans for patients with conditions such as strabismus, nystagmus, and other visual disorders.",9
"Provide training related to clinical methods or orthoptics to students, resident physicians, or other health professionals.",9
Refer patients to ophthalmic surgeons or other physicians.,9
"Assist ophthalmologists in diagnostic ophthalmic procedures, such as ultrasonography, fundus photography, and tonometry.",9
Prepare diagnostic or treatment reports for other medical practitioners or therapists.,9
"Collaborate with ophthalmologists, optometrists, or other specialists in the diagnosis, treatment, or management of conditions such as glaucoma, cataracts, and retinal diseases.",9
Participate in clinical research projects.,9
Perform vision screening of children in schools or community health centers.,9
Present or publish scientific papers.,9
"Conduct chemical analysis of body fluids, including blood, urine, or spinal fluid, to determine presence of normal or abnormal components.",9
Analyze laboratory findings to check the accuracy of the results.,9
"Operate, calibrate, or maintain equipment used in quantitative or qualitative analysis, such as spectrophotometers, calorimeters, flame photometers, or computer-controlled analyzers.",9
"Collect and study blood samples to determine the number of cells, their morphology, or their blood group, blood type, or compatibility for transfusion purposes, using microscopic techniques.",9
Enter data from analysis of medical tests or clinical results into computer for storage.,9
Establish or monitor quality assurance programs or activities to ensure the accuracy of laboratory results.,9
Analyze samples of biological material for chemical content or reaction.,9
"Set up, clean, and maintain laboratory equipment.",9
"Provide technical information about test results to physicians, family members, or researchers.",9
"Cultivate, isolate, or assist in identifying microbial organisms or perform various tests on these microorganisms.",9
"Supervise, train, or direct lab assistants, medical and clinical laboratory technicians or technologists, or other medical laboratory workers engaged in laboratory testing.",9
"Develop, standardize, evaluate, or modify procedures, techniques, or tests used in the analysis of specimens or in medical laboratory experiments.",9
"Harvest cell cultures at optimum time, based on knowledge of cell cycle differences and culture conditions.",9
"Select and prepare specimens and media for cell cultures, using aseptic technique and knowledge of medium components and cell requirements.",9
"Obtain, cut, stain, and mount biological material on slides for microscopic study and diagnosis, following standard laboratory procedures.",9
Conduct medical research under direction of microbiologist or biochemist.,9
"Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.",9
"Arrange and attach chromosomes in numbered pairs on karyotype charts, using standard genetics laboratory practices and nomenclature, to identify normal or abnormal chromosomes.",9
"Analyze chromosomes found in biological specimens to aid diagnoses and treatments for genetic diseases such as congenital birth defects, fertility problems, and hematological disorders.",9
Examine chromosomes found in biological specimens to detect abnormalities.,9
Create chromosome images using computer imaging systems.,9
Select appropriate culturing system or procedure based on specimen type and reason for referral.,9
"Harvest cell cultures using substances such as mitotic arrestants, cell releasing agents, and cell fixatives.",9
Summarize test results and report to appropriate authorities.,9
"Describe chromosome, FISH and aCGH analysis results in Internations System of Cytogenetic Nomenclature (ISCN) language.",9
Prepare slides of cell cultures following standard procedures.,9
"Recognize and report abnormalities in the color, size, shape, composition, or pattern of cells.",9
"Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.",9
"Extract, measure, dilute as appropriate, label, and prepare DNA for array analysis.",9
"Select or prepare specimens and media for cell cultures using aseptic techniques, knowledge of medium components, or cell nutritional requirements.",9
"Input details of specimen processing, analysis, and technical issues into logs or laboratory information systems (LIS).",9
"Apply prepared specimen and control to appropriate grid, run instrumentation, and produce analyzable results.",9
Select banding methods to permit identification of chromosome pairs.,9
Stain slides to make chromosomes visible for microscopy.,9
Input details of specimens into logs or computer systems.,9
"Communicate test results or technical information to patients, physicians, family members, or researchers.",9
"Select appropriate methods of preparation and storage of media to maintain potential of hydrogen (pH), sterility, or ability to support growth.",9
"Develop, implement, and monitor quality control and quality assurance programs to ensure accurate and precise test performance and reports.",9
Determine optimal time sequences and methods for manual or robotic cell harvests.,9
Evaluate appropriateness of received specimens for requested tests.,9
Communicate to responsible parties unacceptable specimens and suggest remediation for future submissions.,9
